,Image,RAM_Tags,YOLO_Tags
37,588.jpg,baby carriage | city street | cross | crosswalk | person | intersection | man | motorbike | motorcycle | motorcyclist | push | ride | road | scooter | spray | street corner,"9 person, 5 car, 1 traffic light, 1 handbag, 1 suitcase"
38,602.jpg,baby | baby carriage | bag | child | cross | crosswalk | girl | person | man | pavement | push | red | road | scooter | shopping bag | shoulder bag | street corner | walk | woman,"8 person, 5 car, 1 suitcase"
39,616.jpg,bag | city street | cross | crosswalk | person | intersection | pavement | red | road | shoulder bag | street corner | walk | woman,"8 person, 4 car, 1 suitcase"
40,630.jpg,baby | baby carriage | child | cross | crosswalk | person | man | pavement | pedestrian | push | road | shopping bag | street corner | walk | woman,"6 person, 6 car, 1 traffic light, 1 handbag, 1 suitcase"
41,644.jpg,baby carriage | city street | cross | crosswalk | girl | person | man | pavement | puddle | red | road | spray | street corner | walk | woman,"6 person, 5 car, 1 traffic light"
42,658.jpg,car | city street | cross | crosswalk | dress | girl | intersection | pavement | red | road | street corner | walk | woman | zebra crossing,"7 person, 1 bicycle, 6 car, 1 suitcase"
43,672.jpg,car | city street | cross | crosswalk | girl | person | intersection | pavement | road | street corner | walk | woman | zebra crossing,"6 person, 6 car, 1 handbag, 1 suitcase"
44,686.jpg,car | city street | cross | crosswalk | person | intersection | man | road | street corner | walk | woman,"5 person, 6 car"
45,700.jpg,black | car | city street | cross | crosswalk | person | intersection | road | sedan | street corner | walk | woman,"7 person, 6 car, 1 suitcase"
46,714.jpg,black | car | city street | curb | drive | intersection | park | road | sedan | silver | street corner,"8 person, 3 car, 1 traffic light"
47,728.jpg,car | city street | curb | drive | intersection | road | sedan | street corner,"3 person, 3 car"
48,742.jpg,car | city street | cross | crosswalk | drive | person | intersection | pavement | road | street corner,"6 person, 5 car, 1 traffic light"
49,756.jpg,building | car | city street | cross | crosswalk | drive | person | intersection | pavement | road | street corner | street sign,"7 person, 1 bicycle, 4 car"
50,770.jpg,building | car | city street | crack | cross | crosswalk | person | intersection | pavement | road | street corner | street sign,"10 person, 5 car"
51,784.jpg,building | car | city street | crack | cross | crosswalk | person | intersection | pavement | road | street corner | street sign | walk,"2 person, 3 car, 1 traffic light"
52,798.jpg,building | car | city street | crack | crosswalk | person | intersection | pavement | road | traffic light | street corner | street sign,"8 person, 3 car, 1 traffic light"
53,812.jpg,building | car | city street | crack | crosswalk | person | intersection | pavement | road | street corner | street sign,"6 person, 2 car, 2 motorcycle"
54,826.jpg,building | car | city street | crack | crosswalk | curb | drive | person | intersection | pavement | road | street corner | street sign,"3 person, 2 car, 1 motorcycle"
55,840.jpg,building | car | city street | crosswalk | curb | drive | intersection | pavement | road | street corner | street sign | suv | white,"6 person, 2 car, 1 traffic light"
56,854.jpg,building | car | city street | crosswalk | curb | drive | intersection | pavement | road | sedan | street corner | street sign | suv | white,"8 person, 3 car, 1 traffic light"
57,868.jpg,building | car | city street | crosswalk | drive | intersection | pavement | road | street corner | street sign,"5 person, 3 car"
58,882.jpg,black | building | car | city street | crosswalk | curb | drive | intersection | pavement | road | street corner,"7 person, 5 car, 1 traffic light"
59,896.jpg,building | car | city street | crack | cross | crosswalk | person | intersection | pavement | road | street corner | street sign | walk,"5 person, 3 car"
60,910.jpg,building | car | city street | crack | cross | crosswalk | person | intersection | pavement | pedestrian | road | street corner | street sign | walk,"2 person, 4 car"
61,924.jpg,building | car | city street | cross | crosswalk | person | intersection | pavement | pedestrian | road | street corner | street sign | walk,"5 person, 4 car"
62,938.jpg,car | city street | cross | crosswalk | person | intersection | man | pavement | pedestrian | road | street corner | walk,"4 person, 6 car"
63,952.jpg,city street | cross | crosswalk | person | intersection | man | pavement | pedestrian | road | street corner | walk,"4 person, 7 car"
64,966.jpg,man | sea,3 car
65,980.jpg,man | sea,"7 person, 3 car, 1 motorcycle"
66,994.jpg,sea,"3 person, 5 car"
67,1008.jpg,sea,"1 person, 5 car"
68,1022.jpg,sea,"1 person, 4 car"
69,1036.jpg,sea,"2 person, 4 car"
70,1050.jpg,sea,"6 person, 3 car"
71,1064.jpg,sea,"5 person, 3 car"
72,1078.jpg,sea,"5 person, 3 car"
73,1092.jpg,sea,"4 person, 3 car"
74,1106.jpg,sea,"6 person, 3 car"
75,1120.jpg,sea,"4 person, 4 car"
76,1134.jpg,sea,"5 person, 3 car"
77,1148.jpg,sea,"5 person, 3 car"
78,1162.jpg,sea,"4 person, 3 car"
79,1176.jpg,sea,"5 person, 4 car"
80,1190.jpg,sea,"5 person, 4 car"
81,1204.jpg,sea,"5 person, 4 car"
82,1218.jpg,car | city street | cross | crosswalk | person | intersection | pavement | pedestrian | road | street corner | walk,"4 person, 4 car"
83,1232.jpg,car | city street | cross | crosswalk | person | intersection | jog | man | pavement | pedestrian | road | spray | street corner | walk | woman,"4 person, 4 car, 1 motorcycle"
84,1246.jpg,car | city street | cross | crosswalk | person | intersection | man | pavement | pedestrian | road | spray | street corner | walk | woman,"5 person, 1 bicycle, 4 car, 1 motorcycle"
85,1260.jpg,car | city street | cross | crosswalk | person | intersection | man | pavement | road | street corner | walk | woman,"7 person, 4 car"
86,1274.jpg,car | city street | cross | crosswalk | girl | person | pavement | push | road | scooter | street corner | walk | woman,"5 person, 3 car"
87,1288.jpg,black | car | city street | curb | drive | person | intersection | pavement | road | sedan | street corner | suv | vehicle | walk,"7 person, 4 car"
88,1302.jpg,black | building | car | city street | curb | drive | intersection | pavement | road | street corner | street sign | suv | vehicle,"7 person, 3 car"
89,1316.jpg,building | car | city street | crack | crosswalk | curb | drive | intersection | pavement | road | street corner | street sign,"8 person, 4 car"
90,1330.jpg,building | car | city street | crack | crosswalk | curb | person | intersection | pavement | road | street corner | street sign,"8 person, 4 car, 1 handbag"
91,1344.jpg,building | car | city street | crack | crosswalk | person | intersection | pavement | road | street corner | street sign,"10 person, 4 car"
92,1358.jpg,building | car | city street | cross | crosswalk | person | intersection | pavement | road | street corner | street sign | walk,"9 person, 3 car"
93,1372.jpg,building | car | city street | crack | cross | crosswalk | person | intersection | pavement | road | street corner | street sign | walk,"7 person, 3 car"
94,1386.jpg,building | car | city street | cross | crosswalk | person | intersection | pavement | road | street corner | street sign | walk,"6 person, 3 car, 1 handbag"
95,1400.jpg,black | building | car | city street | crosswalk | curb | drive | intersection | pavement | road | street corner | street sign,"6 person, 4 car"
96,1414.jpg,black | building | car | city street | crosswalk | curb | drive | intersection | license plate | pavement | road | sedan | street corner | street sign | suv,"5 person, 4 car"
97,1428.jpg,black | car | city street | curb | drive | intersection | license plate | road | sedan | street corner | suv | vehicle,"5 person, 4 car"
98,1442.jpg,car | city street | cross | drive | person | intersection | man | road | sedan | spray | street corner | suv | walk | woman,"6 person, 4 car"
99,1456.jpg,car | city street | cross | crosswalk | dress | person | intersection | man | pavement | road | robe | spray | street corner | walk | white | woman,"6 person, 4 car"
100,1470.jpg,city street | cross | crosswalk | person | intersection | man | pavement | road | spray | street corner | walk | white | woman,"6 person, 4 car"
101,1484.jpg,city street | cross | crosswalk | person | intersection | man | pavement | road | street corner | walk | white | woman,"5 person, 4 car"
102,1498.jpg,city street | cross | crosswalk | person | man | moped | motorbike | motorcycle | pavement | road | scooter | street corner | vespa | walk | white | woman,"6 person, 4 car"
103,1512.jpg,city street | cross | crosswalk | person | man | moped | motorbike | motorcycle | pavement | ride | road | scooter | street corner | vespa | walk | woman,"4 person, 4 car"
104,1526.jpg,building | car | city street | crack | crosswalk | curb | intersection | pavement | road | stop light | traffic light | street corner | street sign,"6 person, 4 car"
105,1540.jpg,building | car | city street | crack | crosswalk | curb | intersection | pavement | road | traffic light | street corner | street sign,"4 person, 4 car"
106,1554.jpg,building | car | city street | crack | crosswalk | curb | intersection | pavement | road | street corner | street sign,"5 person, 4 car"
107,1568.jpg,building | car | city street | crack | crosswalk | curb | intersection | pavement | road | street corner | street sign,"5 person, 3 car"
108,1582.jpg,building | car | city street | crosswalk | curb | intersection | pavement | road | traffic light | street corner | street sign,"6 person, 4 car"
109,1596.jpg,building | car | city street | crack | crosswalk | curb | intersection | pavement | road | traffic light | street corner | street sign,"6 person, 4 car"
110,1610.jpg,building | car | city street | crack | crosswalk | curb | intersection | pavement | road | street corner | street sign,"9 person, 4 car"
111,1624.jpg,building | car | city street | crack | crosswalk | curb | intersection | pavement | road | street corner | street sign,"10 person, 2 car, 1 dog"
112,1638.jpg,building | car | city street | crack | crosswalk | curb | person | intersection | pavement | road | street corner | street sign,"10 person, 4 car"
113,1652.jpg,building | car | city street | crosswalk | person | intersection | pavement | road | street corner | street sign,"9 person, 5 car"
114,1666.jpg,building | car | city street | crosswalk | curb | intersection | pavement | road | street corner | street sign,"9 person, 4 car"
115,1680.jpg,building | car | city street | crack | crosswalk | curb | person | intersection | pavement | road | street corner | street sign,"9 person, 3 car"
116,1694.jpg,building | car | city street | crack | crosswalk | curb | person | intersection | pavement | road | street corner | street sign,"9 person, 2 car"
117,1708.jpg,city street | cross | crosswalk | girl | person | pavement | road | stand | street corner | street sign | walk | woman,"9 person, 3 car"
118,1722.jpg,city street | cross | crosswalk | girl | hose | person | pavement | road | spray | street corner | walk | wash | woman,"7 person, 4 car"
119,1736.jpg,city street | cross | crosswalk | dress | girl | pavement | road | street corner | walk | woman,"8 person, 3 car"
120,1750.jpg,city street | cross | crosswalk | dress | intersection | pavement | puddle | road | spray | street corner | walk | woman,"9 person, 3 car"
121,1764.jpg,city street | cross | crosswalk | dress | person | intersection | jog | road | spray | street corner | walk | woman,"8 person, 2 car"
122,1778.jpg,city street | cross | crosswalk | hose | person | jog | man | pavement | road | spray | street corner | walk | woman,"10 person, 3 car"
123,1792.jpg,city street | cross | crosswalk | person | jog | man | pavement | road | street corner | walk | woman,"10 person, 2 car, 1 backpack"
124,1806.jpg,city street | cross | crosswalk | person | intersection | jog | man | pavement | pedestrian | road | street corner | walk | woman,"9 person, 3 car"
125,1820.jpg,city street | cross | crosswalk | person | intersection | jog | man | pedestrian | road | street corner | walk | woman,"6 person, 3 car"
126,1834.jpg,city street | cross | crosswalk | person | intersection | man | pavement | pedestrian | road | street corner | walk,"8 person, 1 bicycle, 2 car"
127,1848.jpg,city street | cross | crosswalk | person | intersection | man | pavement | pedestrian | road | street corner | walk,"7 person, 1 bicycle, 3 car"
128,1862.jpg,blue | city street | cross | crosswalk | person | intersection | man | pavement | pedestrian | road | shirt | street corner | walk,"6 person, 2 bicycle, 5 car"
129,1876.jpg,blue | city street | crack | cross | crosswalk | person | intersection | khaki | man | pavement | road | shirt | street corner | walk,"7 person, 2 bicycle, 4 car"
130,1890.jpg,blue | city street | crack | cross | crosswalk | person | skate | man | pavement | road | shirt | skateboarder | street corner | walk,"9 person, 1 bicycle, 3 car, 1 backpack, 1 handbag"
131,1904.jpg,city street | cross | crosswalk | person | intersection | man | pavement | pedestrian | road | street corner | walk,"10 person, 1 bicycle, 3 car, 1 backpack"
132,1918.jpg,car | city street | cross | crosswalk | person | pavement | road | street corner | walk | woman,"8 person, 2 car, 1 backpack"
133,1932.jpg,black | car | city street | cross | crosswalk | girl | jeans | pavement | road | sandal | street corner | walk | woman,"7 person, 3 car, 1 backpack"
134,1946.jpg,city street | cross | crosswalk | girl | pavement | road | street corner | walk | woman,"10 person, 2 car, 1 backpack"
135,1960.jpg,city street | cross | crosswalk | girl | person | intersection | pavement | road | skateboarder | street corner | walk | woman,"10 person, 4 car, 1 backpack, 1 skateboard"
136,1974.jpg,city street | cross | crosswalk | person | skate | intersection | man | pavement | ride | road | skateboarder | street corner | walk | woman,"9 person, 3 car, 1 backpack"
137,1988.jpg,city street | cross | crosswalk | person | intersection | man | pavement | pedestrian | road | street corner | walk | woman,"8 person, 2 car, 1 backpack"
138,2002.jpg,city street | cross | crosswalk | person | intersection | man | pavement | pedestrian | road | street corner | walk | woman,"10 person, 2 car, 1 backpack"
139,2016.jpg,city street | cross | crosswalk | person | intersection | man | moped | motorbike | motorcycle | motorcyclist | ride | road | scooter | street corner,"12 person, 5 car"
140,2030.jpg,city street | crosswalk | drive | person | intersection | man | moped | motorbike | motorcycle | motorcyclist | red | ride | road | scooter | street corner,"8 person, 4 car"
141,2044.jpg,city street | cross | drive | person | intersection | man | moped | motorbike | motorcycle | motorcyclist | ride | road | scooter | street corner,"10 person, 2 car"
142,2058.jpg,building | car | city street | cross | crosswalk | curb | drive | intersection | pavement | road | spray | stop light | traffic light | street corner | street sign,"8 person, 3 car"
143,2072.jpg,blue | building | car | city street | cross | crosswalk | drive | intersection | road | traffic light | street corner | street sign,"7 person, 4 car"
144,2086.jpg,blue | building | car | city street | cross | crosswalk | curb | drive | intersection | road | street corner,"7 person, 4 car"
145,2100.jpg,blue | building | car | city street | cross | crosswalk | drive | intersection | pavement | road | street corner | street sign,"9 person, 3 car"
146,2114.jpg,building | car | city street | cross | crosswalk | intersection | pavement | road | street corner | street sign,"6 person, 4 car, 1 traffic light"
147,2128.jpg,building | car | city street | crosswalk | curb | person | intersection | pavement | road | traffic light | street corner | street sign | walk,"7 person, 4 car"
148,2142.jpg,building | car | city street | cross | crosswalk | person | intersection | pavement | road | street corner | street sign | walk,"1 person, 5 car, 2 handbag"
149,2156.jpg,building | car | city street | cross | crosswalk | person | intersection | pavement | pedestrian | road | street corner | street sign | walk,"7 person, 4 car, 1 truck, 1 traffic light, 3 handbag"
150,2170.jpg,city street | cross | crosswalk | person | intersection | man | pavement | road | street corner | street sign | walk | woman,"8 person, 4 car, 1 handbag"
151,2184.jpg,city street | cross | crosswalk | person | intersection | man | pavement | pedestrian | road | street corner | walk | woman,"9 person, 3 car, 1 traffic light, 1 backpack"
152,2198.jpg,city street | cross | crosswalk | person | intersection | man | pedestrian | road | street corner | walk | zebra crossing,"10 person, 2 car, 1 handbag"
153,2212.jpg,city street | cross | crosswalk | person | skate | intersection | man | pavement | pedestrian | ride | road | skateboarder | street corner | walk,"9 person, 2 car"
154,2226.jpg,briefcase | city street | cross | crosswalk | person | intersection | man | pavement | pedestrian | road | street corner | walk,"8 person, 2 car"
155,2240.jpg,bag | briefcase | city street | cross | crosswalk | dress shirt | intersection | man | pavement | puddle | road | shirt | street corner | tie | walk,"8 person, 2 car"
156,2254.jpg,briefcase | city street | cross | crosswalk | dress shirt | person | man | pavement | road | shirt | street corner | tie | walk,"7 person, 2 car"
157,2268.jpg,bicycle | biker | bike lane | car | city street | cross | crosswalk | person | intersection | man | motorcycle | ride | road | street corner,"7 person, 2 car"
158,2282.jpg,bicycle | biker | car | city street | cross | crosswalk | person | intersection | man | ride | road | street corner,"8 person, 2 car"
159,2296.jpg,building | car | city street | cross | crosswalk | person | intersection | pavement | road | street corner | street sign | walk,"8 person, 2 car, 1 bench"
160,2310.jpg,building | car | city street | crack | crosswalk | person | intersection | pavement | road | street corner | street sign,"7 person, 2 car"
161,2324.jpg,building | car | city street | crack | crosswalk | curb | person | intersection | pavement | road | street corner | street sign,"8 person, 2 car"
162,2338.jpg,building | car | city street | cross | crosswalk | person | intersection | pavement | road | street corner | street sign | walk,"8 person, 2 car"
163,2352.jpg,building | car | city street | cross | crosswalk | person | intersection | pavement | road | street corner | street sign | walk,"8 person, 2 car"
164,2366.jpg,building | car | city street | crack | cross | crosswalk | person | intersection | pavement | road | street corner | street sign | walk,"7 person, 2 car"
165,2380.jpg,building | car | city street | crack | cross | crosswalk | person | intersection | pavement | road | street corner | street sign | walk,"6 person, 2 car, 1 traffic light"
166,2394.jpg,building | car | city street | cross | crosswalk | person | intersection | pavement | pedestrian | road | street corner | street sign | walk,"6 person, 2 car"
167,2408.jpg,building | car | city street | cross | crosswalk | person | intersection | man | pavement | road | street corner | street sign | walk,"6 person, 2 car"
168,2422.jpg,car | city street | cross | crosswalk | person | intersection | man | pavement | ride | road | street corner | walk,"8 person, 2 car, 1 teddy bear"
169,2436.jpg,car | city street | cross | crosswalk | person | intersection | man | pavement | road | street corner | walk | woman,"8 person, 2 car"
170,2450.jpg,city street | cross | crosswalk | person | intersection | pavement | road | street corner | walk | woman,"8 person, 4 car"
171,2464.jpg,city street | cross | crosswalk | person | intersection | man | pavement | pedestrian | road | shopping bag | street corner | walk | woman,"9 person, 2 car"
172,2478.jpg,city street | cross | crosswalk | person | intersection | pavement | pedestrian | road | street corner | walk | woman,"9 person, 2 car"
173,2492.jpg,city street | cross | crosswalk | person | intersection | pavement | road | street corner | walk | woman,"7 person, 2 car"
174,2506.jpg,city street | cross | crosswalk | girl | person | pavement | road | shopping bag | street corner | walk | woman,"9 person, 2 car"
175,2520.jpg,catch | city street | cross | crosswalk | lollipop | pavement | road | shopping bag | street corner | walk | woman,"6 person, 3 car"
176,2534.jpg,carry | catch | city street | cross | dart | lollipop | pavement | road | street corner | walk | woman,"6 person, 2 car"
177,2548.jpg,building | car | city street | crosswalk | curb | drive | intersection | pavement | road | street corner | street sign | suv,"4 person, 2 car"
178,2562.jpg,car | city street | crosswalk | curb | drive | intersection | license plate | road | sedan | silver | street corner | suv | vehicle,"7 person, 2 car"
179,2576.jpg,building | car | city street | curb | drive | intersection | license plate | minivan | pavement | road | sedan | silver | street corner | suv | vehicle,"7 person, 2 car"
180,2590.jpg,building | car | city street | crosswalk | intersection | pavement | road | street corner | street sign,"7 person, 2 car"
181,2604.jpg,building | car | city street | crosswalk | intersection | pavement | road | street corner | street sign,"8 person, 2 car"
182,2618.jpg,building | car | city street | crack | crosswalk | curb | intersection | pavement | road | street corner | street sign,"7 person, 3 car"
183,2632.jpg,building | car | city street | crack | crosswalk | curb | intersection | pavement | road | street corner | street sign,"4 person, 4 car"
184,2646.jpg,building | car | city street | crack | crosswalk | curb | intersection | pavement | road | street corner | street sign,"7 person, 3 car"
185,2660.jpg,building | car | city street | cross | crosswalk | person | intersection | pavement | road | street corner | street sign,"8 person, 2 car"
186,2674.jpg,building | car | city street | cross | crosswalk | person | intersection | pavement | road | street corner | street sign,"7 person, 3 car"
187,2688.jpg,building | car | city street | cross | crosswalk | person | intersection | pavement | road | street corner | street sign | walk,"8 person, 2 car"
188,2702.jpg,building | car | city street | cross | crosswalk | person | intersection | man | pavement | road | street corner | street sign | walk,"10 person, 2 car"
189,2716.jpg,building | car | city street | cross | crosswalk | person | intersection | pavement | road | street corner | street sign | walk,"12 person, 2 car, 1 motorcycle"
190,2730.jpg,building | car | city street | cross | crosswalk | person | intersection | pavement | road | street corner | street sign | walk,"8 person, 2 car, 1 motorcycle"
191,2744.jpg,building | car | city street | construction worker | cross | crosswalk | person | intersection | man | pavement | road | street corner | street sign | walk,"9 person, 2 car, 1 motorcycle"
192,2758.jpg,building | car | city street | cross | crosswalk | person | intersection | pavement | road | street corner | street sign | walk,"10 person, 2 car, 1 motorcycle"
193,2772.jpg,building | car | city street | construction worker | crack | cross | crosswalk | person | intersection | pavement | road | street corner | street sign | walk,"8 person, 2 car"
194,2786.jpg,building | car | city street | crosswalk | intersection | pavement | road | street corner | street sign,"9 person, 2 car"
195,2800.jpg,building | car | city street | cross | crosswalk | person | intersection | pavement | road | street corner | street sign | walk,"8 person, 2 car"
196,2814.jpg,building | car | city street | crack | cross | crosswalk | person | intersection | pavement | road | street corner | street sign,"5 person, 2 car"
197,2828.jpg,building | car | city street | crack | cross | crosswalk | curb | person | intersection | pavement | road | street corner | street sign,"6 person, 2 car"
198,2842.jpg,building | car | city street | crosswalk | curb | drive | intersection | pavement | road | street corner | street sign,"6 person, 2 car, 1 backpack, 1 handbag"
199,2856.jpg,building | car | city street | crosswalk | curb | drive | intersection | pavement | road | street corner | street sign | suv | white,"6 person, 2 car, 1 backpack, 1 handbag"
200,2870.jpg,building | car | city street | crosswalk | curb | drive | intersection | road | street corner | street sign | suv | white,"5 person, 2 car, 1 backpack, 2 handbag"
201,2884.jpg,car | city street | crosswalk | curb | drive | intersection | road | sedan | spray | street corner | suv | white,"9 person, 2 car, 1 backpack"
202,2898.jpg,building | car | city street | crosswalk | curb | drive | intersection | pavement | road | street corner | street sign,"5 person, 2 car, 1 backpack"
203,2912.jpg,building | car | city street | cross | crosswalk | person | intersection | man | pavement | ride | road | street corner | street sign,"4 person, 2 car"
204,2926.jpg,bicycle | biker | bike lane | blue | city street | cross | crosswalk | person | intersection | man | ride | road | street corner,"5 person, 2 car"
205,2940.jpg,bicycle | biker | city street | cross | crosswalk | person | intersection | man | ride | road,"6 person, 2 car"
206,2954.jpg,building | car | city street | crack | cross | crosswalk | person | intersection | pavement | road | street corner | street sign | walk,"5 person, 2 car"
207,2968.jpg,building | car | city street | cross | crosswalk | person | intersection | pavement | road | street corner | street sign | walk,"9 person, 3 car"
208,2982.jpg,building | car | city street | cross | crosswalk | person | intersection | pavement | road | traffic light | street corner | street sign | walk,"6 person, 3 car"
209,2996.jpg,building | car | city street | cross | crosswalk | drive | person | intersection | pavement | road | street corner | street sign,"5 person, 2 car"
210,3010.jpg,building | car | city street | cross | crosswalk | drive | intersection | pavement | road | street corner | street sign,"6 person, 2 car"
211,3024.jpg,black | building | car | city street | crosswalk | drive | intersection | pavement | road | street corner | street sign,"4 person, 4 car"
212,3038.jpg,black | building | car | city street | crosswalk | curb | drive | intersection | park | pavement | road | street corner | street sign | suv,"6 person, 3 car"
213,3052.jpg,black | car | city street | crosswalk | curb | drive | intersection | park | road | sedan | street corner | suv,"6 person, 3 car"
214,3066.jpg,black | car | city street | curb | drive | intersection | license plate | road | sedan | street corner | suv,"8 person, 5 car"
215,3080.jpg,black | car | city street | curb | drive | intersection | license plate | road | sedan | street corner | street sign | suv,"1 person, 4 car"
216,3094.jpg,black | car | city street | curb | drive | intersection | pavement | road | sedan | street corner | street sign | suv | vehicle,"5 person, 1 bicycle, 3 car"
217,3108.jpg,car | city street | curb | drive | intersection | pavement | road | traffic light | street corner | street sign | suv,"5 person, 1 bicycle, 2 car"
218,3122.jpg,biker | car | city street | cross | crosswalk | drive | person | intersection | man | ride | road | street corner,"6 person, 2 car"
219,3136.jpg,bicycle | biker | car | child | city street | cross | crosswalk | person | intersection | ride | road | street corner,"6 person, 1 bicycle, 2 car"
220,3150.jpg,bicycle | biker | car | city street | cross | crosswalk | person | intersection | man | ride | road | street corner,"9 person, 2 car, 1 motorcycle"
