,Image,RAM_Tags,YOLO_Tags
69,1036.jpg,building | car | city street | crack | crosswalk | curb | drive | intersection | pavement | road | street corner | street sign,"3 person, 4 car"
70,1050.jpg,building | car | city street | crack | cross | crosswalk | curb | person | intersection | man | pavement | road | street corner | street sign | walk,"5 person, 3 car"
71,1064.jpg,cane | city street | crack | cross | crosswalk | person | man | pavement | pedestrian | road | spray | street corner | walk,"5 person, 3 car"
72,1078.jpg,blue | car | city street | crack | cross | crosswalk | person | man | pavement | road | street corner | walk,"5 person, 3 car, 1 backpack"
73,1092.jpg,car | city street | cross | crosswalk | person | intersection | man | pavement | ride | road | skateboard | skateboarder | street corner | walk,"4 person, 4 car"
74,1106.jpg,car | city street | cross | crosswalk | person | intersection | jog | man | pavement | road | street corner | walk | woman,"5 person, 3 car"
75,1120.jpg,car | city street | cross | crosswalk | person | intersection | jog | man | pavement | road | street corner | walk,"4 person, 4 car"
76,1134.jpg,car | city street | cross | crosswalk | person | intersection | man | pavement | pedestrian | road | street corner | walk,"5 person, 3 car"
77,1148.jpg,biker | car | city street | cross | crosswalk | person | intersection | man | pavement | ride | road | street corner | walk,"5 person, 4 car"
78,1162.jpg,building | car | city street | cross | crosswalk | person | intersection | man | pavement | road | street corner | street sign | walk,"4 person, 4 car"
79,1176.jpg,building | car | city street | cross | crosswalk | person | intersection | man | pavement | road | street corner | street sign | walk,"5 person, 4 car"
80,1190.jpg,building | car | city street | cross | crosswalk | person | intersection | man | pavement | road | street corner | street sign | walk,"5 person, 4 car"
81,1204.jpg,building | car | city street | cross | crosswalk | person | intersection | pavement | road | street corner | street sign | walk,"5 person, 4 car"
82,1218.jpg,building | car | city street | crack | crosswalk | curb | intersection | pavement | road | street corner | street sign,"4 person, 4 car"
83,1232.jpg,bicycle | biker | bike lane | car | city street | cross | crosswalk | person | intersection | man | ride | road | street corner,"4 person, 4 car, 1 motorcycle"
84,1246.jpg,bicycle | biker | bike lane | car | city street | cross | crosswalk | person | intersection | man | pavement | ride | road | street corner,"5 person, 4 car, 1 motorcycle"
85,1260.jpg,building | car | city street | crack | crosswalk | curb | intersection | pavement | road | street corner | street sign,"5 person, 4 car"
86,1274.jpg,building | car | city street | crack | crosswalk | curb | drive | intersection | pavement | road | street corner | street sign,"5 person, 3 car"
87,1288.jpg,car | city street | cross | crosswalk | girl | person | pavement | road | street corner | umbrella | walk | woman,"7 person, 4 car"
88,1302.jpg,cane | city street | cross | crosswalk | green | person | pavement | road | shopping bag | street corner | walk | woman,"7 person, 3 car"
89,1316.jpg,boy | catch | child | cross | crosswalk | hand | girl | pavement | road | shopping bag | street corner | walk | woman,"8 person, 4 car"
90,1330.jpg,car | city street | cross | crosswalk | green | person | intersection | pavement | road | street corner | walk | woman,"8 person, 4 car, 1 handbag"
91,1344.jpg,car | city street | couple | cross | crosswalk | person | intersection | man | pavement | pedestrian | road | street corner | walk | woman,"7 person, 4 car"
92,1358.jpg,car | city street | cross | crosswalk | person | intersection | pavement | pedestrian | road | shopping bag | street corner | walk | woman,"8 person, 4 car"
93,1372.jpg,car | city street | couple | cross | crosswalk | person | intersection | man | pavement | pedestrian | road | shopping bag | street corner | walk | woman,"7 person, 3 car"
94,1386.jpg,car | city street | cross | crosswalk | person | intersection | man | pavement | pedestrian | road | street corner | walk | woman,"8 person, 4 car, 1 handbag"
95,1400.jpg,car | city street | cross | crosswalk | person | intersection | man | pavement | pedestrian | road | street corner | walk,"6 person, 4 car"
96,1414.jpg,building | car | city street | crack | cross | crosswalk | person | intersection | pavement | road | street corner | street sign | walk,"5 person, 4 car"
97,1428.jpg,building | car | city street | cross | crosswalk | person | intersection | pavement | road | street corner | street sign | walk,"5 person, 4 car"
98,1442.jpg,building | car | city street | crack | cross | crosswalk | curb | person | intersection | pavement | road | street corner | street sign | walk,"6 person, 4 car"
99,1456.jpg,building | car | city street | crack | crosswalk | curb | drive | intersection | pavement | road | street corner | street sign,"6 person, 3 car"
100,1470.jpg,building | car | city street | crack | crosswalk | curb | person | intersection | pavement | road | street corner | street sign,"6 person, 4 car"
101,1484.jpg,building | car | city street | crack | crosswalk | curb | person | intersection | pavement | road | street corner | street sign | walk,"5 person, 4 car"
102,1498.jpg,building | car | city street | crack | crosswalk | curb | drive | person | intersection | pavement | road | street corner | street sign,"6 person, 4 car"
103,1512.jpg,building | car | city street | crack | cross | crosswalk | curb | person | intersection | pavement | road | street corner | street sign | walk,"4 person, 4 car"
104,1526.jpg,building | car | city street | crack | crosswalk | curb | person | intersection | pavement | road | street corner | street sign,"5 person, 4 car"
105,1540.jpg,building | car | city street | crack | cross | crosswalk | curb | person | intersection | pavement | road | street corner | street sign | walk,"4 person, 4 car"
106,1554.jpg,building | car | city street | crack | cross | crosswalk | curb | drive | person | intersection | pavement | road | street corner | street sign | walk,"5 person, 4 car"
107,1568.jpg,building | car | city street | crack | cross | crosswalk | person | intersection | pavement | road | street corner | street sign | walk,"5 person, 4 car"
108,1582.jpg,building | car | city street | cross | crosswalk | person | intersection | man | pavement | ride | road | skateboarder | street corner | walk,"5 person, 4 car"
109,1596.jpg,car | city street | crack | cross | crosswalk | person | intersection | man | pavement | pedestrian | road | street corner | umbrella | walk | woman,"7 person, 4 car"
110,1610.jpg,city street | cross | crosswalk | dress | person | intersection | man | pavement | road | street corner | walk | woman,"9 person, 4 car"
111,1624.jpg,city street | cross | crosswalk | dress | person | intersection | man | pavement | pedestrian | road | street corner | walk | woman,"10 person, 3 car, 1 dog"
112,1638.jpg,city street | cross | crosswalk | person | intersection | man | pavement | pedestrian | road | street corner | walk | zebra crossing,"9 person, 4 car, 1 traffic light"
113,1652.jpg,city street | cross | crosswalk | person | man | pavement | road | street corner | walk | woman,"9 person, 5 car"
114,1666.jpg,arm | boy | child | cross | crosswalk | person | man | pavement | polo shirt | puddle | road | shirt | short | street corner | stretch | walk | white,"9 person, 4 car"
115,1680.jpg,city street | cross | crosswalk | person | man | pavement | phone | road | selfie | street corner | take | walk,"9 person, 3 car"
116,1694.jpg,city street | cross | crosswalk | person | man | pavement | road | shirt | short | skateboarder | street corner | walk | white,"9 person, 2 car"
117,1708.jpg,city street | cross | crosswalk | person | skate | man | pavement | ride | road | scooter | skateboard | skateboarder | street corner | walk,"8 person, 2 car"
118,1722.jpg,cane | city street | crack | cross | crosswalk | person | leash | man | pavement | pedestrian | road | street corner | walk,"7 person, 4 car"
119,1736.jpg,car | city street | cross | crosswalk | person | intersection | jeans | man | pavement | pedestrian | road | street corner | walk | zebra crossing,"7 person, 3 car"
120,1750.jpg,car | city street | cross | crosswalk | person | intersection | man | pavement | pedestrian | road | street corner | walk | woman,"9 person, 3 car"
121,1764.jpg,car | city street | couple | cross | crosswalk | person | intersection | man | pavement | pedestrian | road | street corner | walk,"8 person, 3 car"
122,1778.jpg,city street | cross | crosswalk | person | intersection | man | pavement | pedestrian | road | street corner | walk,"9 person, 3 car"
123,1792.jpg,city street | cross | crosswalk | person | man | pavement | pedestrian | road | walk,"9 person, 2 car, 1 backpack"
124,1806.jpg,city street | crack | cross | crosswalk | person | jumpsuit | man | pavement | road | street corner | walk | woman,"10 person, 4 car, 1 umbrella"
125,1820.jpg,car | city street | crack | cross | crosswalk | dress | person | jumpsuit | pavement | puddle | road | street corner | walk | woman,"6 person, 4 car"
126,1834.jpg,city street | cross | crosswalk | dress | person | jumpsuit | pavement | road | sandal | street corner | tan | walk | woman,"8 person, 1 bicycle, 4 car, 1 motorcycle"
127,1848.jpg,child | city street | cross | crosswalk | girl | person | pavement | road | sandal | shoe | street corner | walk | woman,"7 person, 1 bicycle, 3 car"
128,1862.jpg,bicycle | bicycle helmet | biker | car | child | city street | cross | girl | person | skate | man | pavement | push | ride | road | roller skate | scooter | street corner | walk | woman,"5 person, 2 bicycle, 5 car"
129,1876.jpg,bicycle | bicycle helmet | biker | car | city street | cross | crosswalk | person | man | pavement | ride | road | street corner | umbrella | walk,"7 person, 1 bicycle, 4 car"
130,1890.jpg,bicycle | biker | car | city street | cross | crosswalk | person | intersection | man | pavement | pedestrian | ride | road | street corner | walk,"9 person, 1 bicycle, 2 car, 1 backpack, 1 handbag"
131,1904.jpg,city street | cross | crosswalk | person | intersection | man | pavement | pedestrian | ride | road | skateboarder | street corner | walk,"10 person, 1 bicycle, 3 car, 1 backpack"
132,1918.jpg,city street | cross | crosswalk | person | man | pavement | road | street corner | walk,"8 person, 1 bicycle, 3 car, 1 backpack"
133,1932.jpg,city street | cross | crosswalk | hose | person | man | pavement | puddle | road | spray | street corner | walk | wash | water,"8 person, 3 car, 1 backpack"
134,1946.jpg,city street | cross | crosswalk | person | man | pavement | pedestrian | road | street corner | walk | woman,"11 person, 2 car, 1 backpack"
135,1960.jpg,car | city street | cross | crosswalk | person | intersection | pavement | pedestrian | road | street corner | walk | woman,"10 person, 4 car, 1 backpack, 1 skateboard"
136,1974.jpg,car | city street | cross | crosswalk | person | intersection | pavement | pedestrian | road | street corner | walk | zebra crossing,"11 person, 4 car, 1 backpack"
137,1988.jpg,car | city street | cross | crosswalk | person | intersection | jog | pavement | pedestrian | road | street corner | walk | woman | zebra crossing,"9 person, 2 car, 1 backpack"
138,2002.jpg,car | city street | cross | crosswalk | person | intersection | jacket | pavement | pedestrian | pink | road | street corner | walk | woman,"10 person, 2 car, 1 backpack"
139,2016.jpg,car | city street | cross | crosswalk | girl | person | intersection | jog | pavement | pink | road | shirt | street corner | walk | woman,"12 person, 5 car"
140,2030.jpg,city street | cross | crosswalk | girl | person | skate | pavement | pink | ride | road | shirt | street corner | walk | woman,"9 person, 4 car"
141,2044.jpg,car | city street | cross | crosswalk | person | intersection | pavement | pedestrian | road | street corner | walk,"10 person, 2 car"
142,2058.jpg,building | car | city street | cross | crosswalk | person | intersection | pavement | pedestrian | road | street corner | walk,"7 person, 4 car"
143,2072.jpg,building | car | city street | cross | crosswalk | person | intersection | pavement | pedestrian | road | street corner | walk,"7 person, 3 car"
144,2086.jpg,building | car | city street | cross | crosswalk | drive | person | intersection | pavement | road | street corner | walk,"8 person, 4 car"
145,2100.jpg,building | car | city street | crack | cross | crosswalk | person | intersection | pavement | pedestrian | road | street corner | walk,"7 person, 3 car"
146,2114.jpg,building | car | city street | crack | cross | crosswalk | person | intersection | pavement | pedestrian | road | street corner | walk,"6 person, 4 car, 1 traffic light"
147,2128.jpg,car | city street | crack | cross | crosswalk | person | intersection | man | pavement | road | street corner | walk,"7 person, 4 car"
148,2142.jpg,car | city street | cross | crosswalk | person | man | pavement | road | sandal | street corner | walk | woman,"1 person, 6 car, 2 handbag"
149,2156.jpg,car | city street | cross | crosswalk | dress | person | pavement | road | street corner | walk | woman,"6 person, 4 car, 1 truck, 2 handbag"
150,2170.jpg,car | city street | cross | crosswalk | person | man | pavement | road | street corner | walk,"8 person, 4 car, 1 backpack, 1 handbag"
151,2184.jpg,car | city street | cross | crosswalk | person | intersection | man | pavement | road | stand | street corner | walk | woman,"9 person, 2 car, 1 backpack"
152,2198.jpg,car | city street | cross | crosswalk | dress | person | intersection | man | pavement | road | street corner | walk | woman,"10 person, 2 car, 1 handbag"
153,2212.jpg,car | city street | cross | crosswalk | person | intersection | man | pavement | road | street corner | walk | woman,"9 person, 2 car"
154,2226.jpg,car | city street | cross | crosswalk | person | intersection | man | pavement | road | street corner | walk | woman,"8 person, 2 car"
155,2240.jpg,car | city street | cross | crosswalk | person | intersection | man | pavement | road | street corner | walk | woman,"8 person, 2 car"
156,2254.jpg,car | city street | cross | crosswalk | person | intersection | man | pavement | pedestrian | road | street corner | walk,"7 person, 2 car"
157,2268.jpg,building | car | city street | cross | crosswalk | person | intersection | man | pavement | pedestrian | road | street corner | walk,"7 person, 2 car"
158,2282.jpg,building | car | city street | cross | crosswalk | person | intersection | pavement | road | street corner | street sign | walk,"8 person, 2 car"
159,2296.jpg,building | car | city street | cross | crosswalk | person | intersection | pavement | road | street corner | street sign | traffic sign | walk,"8 person, 2 car, 1 bench"
160,2310.jpg,building | car | city street | cross | crosswalk | person | intersection | pavement | road | street corner | street sign | traffic sign | walk,"7 person, 3 car"
161,2324.jpg,car | city street | cross | crosswalk | person | intersection | pavement | road | street corner | street sign | walk,"8 person, 2 car"
162,2338.jpg,car | city street | cross | crosswalk | person | intersection | man | pavement | pedestrian | road | stand | street corner | street sign | traffic sign | walk,"8 person, 2 car"
163,2352.jpg,car | city street | cross | crosswalk | person | intersection | pavement | road | sign | street corner | street sign | traffic sign | walk,"8 person, 2 car"
164,2366.jpg,car | catch | city street | cross | crosswalk | person | intersection | man | pavement | road | sign | stand | street corner | street sign | walk,"7 person, 2 car"
165,2380.jpg,car | catch | city street | cross | crosswalk | person | intersection | man | pavement | road | sign | stand | street corner | street sign | walk,"5 person, 2 car, 1 traffic light"
166,2394.jpg,catch | city street | cross | crosswalk | person | man | pavement | road | sign | street corner | street sign | walk | woman,"6 person, 2 car"
167,2408.jpg,catch | city street | crosswalk | person | man | panel | pavement | road | sign | street corner | street sign | walk,"6 person, 2 car"
168,2422.jpg,catch | city street | cross | crosswalk | person | jog | man | pavement | road | sign | street corner | street sign | walk | woman,"8 person, 2 car, 1 teddy bear"
169,2436.jpg,catch | city street | cross | crosswalk | person | man | pavement | road | sign | street corner | street sign | walk,"8 person, 2 car"
170,2450.jpg,catch | chessboard | person | man | pavement | protester | road | sign | stand | street corner | street sign,"8 person, 3 car, 1 traffic light"
171,2464.jpg,boy | catch | chessboard | person | man | pavement | road | sign | street corner | street sign | walk,"9 person, 2 car"
172,2478.jpg,carry | catch | chessboard | chess | person | man | pavement | road | sign | street corner | street sign | walk,"10 person, 2 car"
173,2492.jpg,catch | chessboard | chess | cross | person | man | pavement | road | sign | stand | street corner | street sign | walk,"7 person, 3 car, 1 traffic light"
174,2506.jpg,catch | chessboard | chess | cross | person | man | pavement | road | sign | street corner | walk,"9 person, 2 car"
175,2520.jpg,car | catch | city street | cross | person | man | pavement | puddle | road | sign | street corner | walk,"6 person, 2 car"
176,2534.jpg,building | car | city street | cross | crosswalk | person | intersection | man | pavement | ride | road | street corner | walk,"5 person, 2 car"
177,2548.jpg,building | car | city street | crack | crosswalk | curb | intersection | pavement | road | street corner | street sign,"3 person, 2 car"
178,2562.jpg,building | car | city street | cross | crosswalk | person | intersection | man | pavement | road | sign | street corner | street sign | walk,"7 person, 2 car"
179,2576.jpg,bulletin board | car | city street | cross | crosswalk | person | man | pavement | road | sign | street corner | street sign | walk,"7 person, 2 car"
180,2590.jpg,carry | catch | cross | crosswalk | person | man | pavement | road | sign | street corner | street sign | walk,"7 person, 2 car"
181,2604.jpg,catch | chessboard | chess | cross | crosswalk | person | man | pavement | road | sign | street corner | walk,"8 person, 2 car"
182,2618.jpg,blue | carry | catch | city street | cross | crosswalk | person | jeans | man | pavement | pedestrian | road | shirt | sign | street corner | street sign | walk,"7 person, 3 car"
183,2632.jpg,blue | boy | car | city street | clean | cross | crosswalk | hose | person | intersection | man | swab | pavement | road | shirt | spray | street corner | walk | wash,"5 person, 4 car"
184,2646.jpg,car | city street | crack | cross | crosswalk | person | intersection | man | pavement | road | stand | street corner | street sign | walk,"8 person, 3 car"
185,2660.jpg,building | car | city street | crosswalk | curb | intersection | pavement | road | street corner | street sign,"7 person, 2 car"
186,2674.jpg,building | car | city street | crosswalk | curb | person | intersection | pavement | road | street corner | street sign,"7 person, 3 car"
187,2688.jpg,building | car | city street | crosswalk | curb | person | intersection | pavement | road | street corner | street sign | walk,"7 person, 2 car"
188,2702.jpg,building | car | city street | cross | crosswalk | curb | person | intersection | pavement | road | street corner | street sign | walk,"9 person, 2 car"
189,2716.jpg,bicycle | biker | bike lane | building | car | city street | cross | crosswalk | person | intersection | man | pavement | ride | road | street corner,"12 person, 2 car"
190,2730.jpg,bicycle | biker | bike lane | car | city street | cross | crosswalk | person | intersection | man | motorcycle | ride | road | scooter | street corner,"8 person, 2 car"
191,2744.jpg,bicycle | biker | bike lane | car | city street | cross | crosswalk | person | intersection | man | ride | road | street corner,"8 person, 2 car, 1 motorcycle"
192,2758.jpg,bicycle | car | city street | cross | crosswalk | person | intersection | man | motorbike | motorcycle | ride | road | scooter | street corner | woman,"10 person, 2 car, 1 motorcycle"
193,2772.jpg,building | car | city street | cross | crosswalk | person | intersection | pavement | road | street corner | street sign | walk,"7 person, 2 car"
194,2786.jpg,building | car | city street | cross | crosswalk | person | intersection | pavement | road | street corner | street sign | walk,"9 person, 2 car"
195,2800.jpg,car | city street | cross | crosswalk | person | intersection | man | pavement | road | street corner | walk,"8 person, 2 car"
196,2814.jpg,car | city street | cross | crosswalk | person | intersection | pavement | pedestrian | road | street corner | walk,"5 person, 2 car"
197,2828.jpg,car | city street | cross | crosswalk | person | intersection | man | ride | road | skateboarder | street corner | walk | woman,"6 person, 2 car"
198,2842.jpg,briefcase | car | city street | cross | crosswalk | person | intersection | man | pavement | road | street corner | walk | woman,"6 person, 2 car, 2 handbag, 1 suitcase, 1 skateboard"
199,2856.jpg,boy | city street | cross | crosswalk | person | man | pavement | puddle | road | street corner | walk,"6 person, 2 car, 1 backpack, 1 handbag"
200,2870.jpg,ball | bowling ball | boy | crack | cross | crosswalk | person | man | pavement | road | street corner | walk | woman,"5 person, 2 car, 1 backpack, 2 handbag"
201,2884.jpg,bag | city street | cross | crosswalk | pavement | road | sandal | street corner | walk | woman,"7 person, 2 car, 1 backpack"
202,2898.jpg,bag | car | city street | cross | crosswalk | curb | floor | person | man | pavement | road | street corner | walk,"5 person, 2 car, 1 backpack"
203,2912.jpg,building | car | city street | crack | crosswalk | curb | person | intersection | pavement | road | street corner | street sign | walk,"4 person, 2 car"
204,2926.jpg,car | city street | crack | cross | crosswalk | person | intersection | man | pavement | pedestrian | road | street corner | street sign | walk | woman,"5 person, 3 car"
205,2940.jpg,blue | car | city street | clean | crack | cross | crosswalk | person | intersection | man | pavement | pole | road | shirt | spray | street corner | street sign | walk | wash,"6 person, 2 car"
206,2954.jpg,blue | car | city street | crack | cross | crosswalk | person | intersection | man | pavement | road | shirt | spray | street corner | walk | wash,"6 person, 2 car"
